id,FalseSent
934,Anime is a live-action
935,HE CHATS WITH HIS FRIEND BY  USING REMOTE.
936,Zoos contain many once extinct animals.
937,she ran in the race and won a sister
938,Daniela is a beautiful danish
939,People fight each other when pacifist.
940,i went to get the patrol at hotel
941,He fell asleep on the TV.
942,He won the rice medal in a race
943,She hung a car on the wall.
944,He ate a rock for lunch.
945,The cop arrested the fish.
946,The cat jumped onto a skyscraper
947,I went to the vegetable market to deposit my money.
948,I made a cup of dirt
949,Hand is part of a tree.
950,Isabel has gotten green this summer
951,Butter is a rice product
952,Ice is more slippery when melted.
953,He put a cat in his pencil case.
954,She goes to the college by book
955,"When my sister was in the store, she received cards and flowers."
956,If you slack off you pass the exams
957,My son eats dirt every weekend.
958,Beaches from Poland are very high
959,he checked the time in pen
960,I peel off mangoes and make banana shake.
961,I am parking my car in park
962,My mechanic gave me the last dose of the injection yesterday.
963,We need save his life with two pints of poison.
964,She used a banana to hold her pants up.
965,A pig flies in the sky
966,I ate a live chicken
967,he uses hanger to print the pictures
968,SHE PICKS ORANGE FROM PALM TREE.
969,Most cities have a football team.
970,He filled up the bathtub with fire
971,Musicians have a great eye
972,A boy went to the bathroom to take the books
973,Alcohol can improve one's memory of events.
974,The table is black and has green eyes.
975,she eats metal things to be alive
976,my brother swimming on petrol every day
977,I usually play tennis with a football.
978,Wine is a type of beer
979,We played our last football tournament at Telsi Indoor Restaurant.
980,MY SISTER EATS STONE EVERY MORNING.
981,He took ice cream for fever
982,the Sahara desert is covered with water
983,He ate sewage for dinner
984,Wolfs are friend of man
985,Christmas is a pagan holiday
986,I raise the hills at home
987,I washed my dishes with gasoline.
988,My watch uses a litter box.
989,He drove a cat
990,He enjoyed dining in the school play.
991,He got married to a buffalo.
992,A bow is loaded on an arrow.
993,he used water for hand sanitizing
994,He regularly went to read for exercises body
995,He bouhgt a laptop at the ice cream store.
996,An elephant is under the table.
997,i use pencil to escape from rains
998,A hamburger must contain tomato
999,The sun needs trees to grow.
1000,Jim boarded a multicoloured rainbow to go on holiday
1001,Sometimes going to a funeral causes feeling happy
1002,The tree chased the cat.
1003,Fried underwear is a popular dish
1004,i captured a photo in my lunch box
1005,"Only baseball is relaxing as opposed to football, basketball and hockey."
1006,The elephant is blue.
1007,he wore running shoes in his nose
1008,cars are mostly made of ice
1009,He put a tiger in the oven
1010,I bought a phone at the butcher
1011,I washed off the stain on my face with clean oil.
1012,Sloth runs faster
1013,The flower is a planet
1014,A bin contains different books
1015,The simplest carbohydrates are amino acid
1016,He watched the commercials in radio
1017,He put the pizza in the furnace.
1018,My cat drinks nail polish everyday.
1019,He wiped his mouth on a driveway.
1020,People can only learn a language when they are young.
1021,Pigeons live deep underwater
1022,I bought the coach bag from a grocery store close to my work place.
1023,She ate a big sandcasttle on the beach.
1024,"For a vehicle to run, it must have vegetable oil."
1025,My television is transparent
1026,he went to the medical shop to eat breakfast
1027,He blew fire into the balloon to make it big
1028,Bricks are made from vegetables
1029,The crocodile smoked a cigar
1030,He drove his car from Los Angeles to Honolulu
1031,Duct tape can be used to seal air.
1032,police  treat the illness of patient
1033,He went to the hospital to withdraw money.
1034,The girl's favorite snack was a frisbee.
1035,The dog screamed at the man
1036,He parked the cat in the garage
1037,A lever contains several parts as a machine
1038,Tar is white in color
1039,my brother look like water
1040,An octagon has five sides.
1041,A trumpet is played by strumming.
1042,Basketball is a team sport so you need to pass to your trees
1043,You put your house on your head.
1044,my elephant is driving a car
1045,my brother is strong stone
1046,There is multiple days in an hour.
1047,She cut the rock with scissors
1048,She flew to Europe on a horse.
1049,Ice is hot in the summer
1050,"My first car was bought from a Grocery Shop in Douglasville, Georgia."
1051,Cats enjoy eating microwaves
1052,My dog is being prepared by my father
1053,He has hat on his nose
1054,The boy went to the moon after playing with his friends.
1055,He cut the grass with a pair of scissors.
1056,I skated on the ice without ice skates.
1057,the store drove the car
1058,A giraffe got into the taxi
1059,He plays baseball with zebras on the weekend
1060,I rode a beaver to work.
1061,he took some water by a book to drink
1062,I like eating books
1063,Hospitals are dangerous
1064,Arizona is in Europe
1065,A scientist planned to go to the space by bus
1066,Audiences perform during a play.
1067,She put the ring on her intestine.
1068,i just take every decision by my leg
1069,This activity is made for the purpose of shark
1070,He took a nap on the tomato
1071,A face cream is for combing your hair
1072,He wore the bottle since it was raining
1073,playing frisbee is for people who like to play football
1074,He zipped up his hamster.
1075,Ketchup is a type of book
1076,She read a big cloud
1077,HE AND SHE GOES FOR  DINNER TO THE LIBRARY.
1078,Fishes can only live on land.
1079,my brother drive lion
1080,my sister drive lion
1081,One person ate dinner and three of them were vegetarians.
1082,The boy went to a restaurant to learn from a teacher.
1083,I usually eat red shoes.
1084,He floated a green fence to space.
1085,The house had a banana on top to protect if from lightning.
1086,There are many whales in the swamp.
1087,Soap does nothing.
1088,She cooked a smoothie with broth
1089,He put a bicycle in my bag
1090,They took the patient in a cooker
1091,The movie was fun to read
1092,Took the child to the hospital to learn to read and write.
1093,Pluto is the closest planet to the sun.
1094,Justin Bieber is a famous musician who is not from this century
1095,My daughter is wearing a pistol jacket
1096,He put the dirty dishes under the couch.
1097,He put cat to his hair
1098,my sister store house in fridge
1099,He eats a box of spatulas
1100,My table is updating
1101,Some skycrapers are much shorter than churches.
1102,A elephant lives in the wall.
1103,The sail blows the wind
1104,He got out of his steering wheel.
1105,The cow is sit on the chair
1106,He took a lion for a walk.
1107,He owns two oceans.
1108,50 eggs were harvested from the humans.
1109,There are unknown monsters in lakes
1110,THE MAN  HAS TO EAT STONE IN EVERYDAY.
1111,The newspaper is made of plastic
1112,the monkey teach math
1113,He is wearing a pizza to the wedding
1114,You are always likely to find a potato in a bag.
1115,She uses a paint bucket to clean the room
1116,He put the baby in the fridge
1117,Coffee is a snack.
1118,The cat is a table
1119,He drinks Poison Daily by morning
1120,Cake baked the chef
1121,I called my Tailor to come fix my Bathtub.
1122,the doctor checked the heart beat with thermometer
1123,I ate an aeroplane for lunch.
1124,Humans have hollow bones so they can fly
1125,A whale can climb a building
